"X_uid_","id","data","endereco","bairro","fonte","nome","url","dom_geo","cluster","x","y","classe_potencial_construtivo","potencial_construtivo","renda","dist_via_principal","dist_via_secundaria","dist_polo_padrao","dist_polo_valoriz","dist_polo_desvaloriz","area","precounit","preco","geom","z"
235,13750615,2022-07-27,"Rua beira Rio","DOM JOAQUIM","internet","Hoffmann","https://www.imobiliariahoffmann.com.br/imovel/913/terreno-em-brusque-no-bairro-dom-joaquim/","Dom_Geo_02",0,701565.59,6996287.8,"Baixo Potencial",0,1372.68,6179.93,361.58,400.55,893.54,1830.04,297,808.08,240000,c(701565.5860303, 6996287.79859637),808.08
238,13697858,2022-07-15,"Cond. Reserva Club","AZAMBUJA","internet","Zucco","https://www.imobiliariazucco.com.br/imovel/terreno-de-420-m-azambuja-brusque-a-venda-por-349000/TE0102-ZUCC?from=sale","Dom_Geo_03",3,706009.71,6997243.59,"Baixo Potencial",0,1285.34,1877.81,265.42,1,1679.81,860.42,420,830.95,349000,c(706009.710941055, 6997243.58605207),830.95
239,13710605,2022-07-18,"Lot. Solar dos ventos","SOUZA CRUZ","internet","PRIMAX","https://www.primaximoveis.com.br/imovel/terreno-no-bairro-souza-cruz-brusque-venda-RS250000/24199","Dom_Geo_03",3,704393.45,6997353.7,"Baixo Potencial",0,1269.02,3167.07,324.98,1,1706.51,452.07,300,833.33,250000,c(704393.447237732, 6997353.70231428),833.33
240,13697786,2022-07-15,"Rua Arthur Erico Heining","STEFFEN","internet","Zucco","https://www.imobiliariazucco.com.br/imovel/terreno-de-508-m-steffen-brusque-a-venda-por-424000/TE0166-ZUCC?from=sale","Dom_Geo_01",2,707229.29,7003390.33,"Baixo Potencial",0,1431.1,329.31,163.27,217.04,988.86,1131.85,508,834.65,424000,c(707229.286074334, 7003390.33403311),834.65
241,13723822,2022-07-21,"Cond. El Shaday","DOM JOAQUIM","internet","William Imoveis","https://www.williamimoveis.com.br/detalhes_imovel/4912","Dom_Geo_03",0,702496.89,6995282.87,"Baixo Potencial",0,1454.56,5207.47,707.03,1,1124.78,838.76,552.4,841.78,465000,c(702496.890435928, 6995282.87307341),841.78
242,13700299,2022-07-18,"Rua Antonio Giraldi","LIMOEIRO","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/5117/terreno-no-bairro--brusque-venda-RS380000","Dom_Geo_02",1,710184.71,7006485.83,"Baixo Potencial",0,1334.39,978.15,463.63,650.03,1204.13,1,450,844.44,380000,c(710184.714025632, 7006485.83278069),844.44
244,13661178,2022-07-12,"Cond. Reserva Club","AZAMBUJA","internet","Julio imoveis",NA,"Dom_Geo_03",3,705794.06,6997533.84,"Baixo Potencial",0,1294.31,1873.61,214.44,1,1360.68,579.88,412,851.19,350692,c(705794.059294762, 6997533.84048214),851.19
245,13710555,2022-07-18,"Rua Libera Vasselai","PLANALTO","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/2840/terreno-no-bairro-limoeiro-brusque-venda-RS320000","Dom_Geo_03",1,711143.34,7005511.4,"Baixo Potencial",0,1398.29,308.29,293.42,281.22,53.42,510.32,375,853.33,320000,c(711143.344941335, 7005511.39722321),853.33
246,13697420,2022-07-14,"Cond. Reserva Club","AZAMBUJA","internet","Amo imoveis",NA,"Dom_Geo_03",3,705940.54,6997481.6,"Baixo Potencial",0,1290.05,1781.39,146,1,1432.88,730.89,418.9,859.39,360000,c(705940.543062868, 6997481.59964388),859.39
247,13677309,2022-07-13,"Cond. Reserva Club","AZAMBUJA","internet","Julio imoveis",NA,"Dom_Geo_03",3,705793.02,6997491.68,"Baixo Potencial",0,1291.87,1897.2,240.03,1,1402.58,583.35,465,860.22,4e+05,c(705793.023904272, 6997491.67981182),860.22
248,13697813,2022-07-15,"Cond. Reserva Club","AZAMBUJA","internet","Zucco","https://www.imobiliariazucco.com.br/imovel/terreno-a-venda-403-m-por-350000-azambuja-brusque-sc/TE0246-ZUCC?from=sale","Dom_Geo_03",3,706051.24,6997295.99,"Baixo Potencial",0,1286.01,1811.84,198.82,1,1637.65,880.92,403,868.49,350000,c(706051.244388069, 6997295.98949834),868.49
250,13647417,2022-07-12,"Rua Jaco Bauer","JARDIM MALUCHE","internet","Julio imoveis",NA,"Dom_Geo_02",2,704847.53,7000604.41,"Baixo Potencial",0,2300.77,1648.54,535.17,1,1308.77,1198.76,423,886.52,375000,c(704847.532348751, 7000604.41090716),886.52
251,13677319,2022-07-13,"Cond. Reserva Club","AZAMBUJA","internet","Julio imoveis",NA,"Dom_Geo_03",3,705882.87,6997455.8,"Baixo Potencial",0,1289.91,1843.26,202.33,1,1448.7,677.77,450,892.26,401517,c(705882.865424774, 6997455.79974591),892.26
252,13730997,2022-07-25,"Rua 938 ? Rua Pref. Adolfo Walendowsky","SAO LUIZ","internet","Teresinho Baron","https://www.teresinhabaron.com.br/venda/1338/Terreno-no-bairro-Sao-Luiz","Dom_Geo_02",2,706683.22,7002310.93,"Alto Potencial",1,2240.01,67.12,201.21,611.51,533.11,568.08,608.9,903.27,550000,c(706683.223653808, 7002310.92821871),903.27
253,13697881,2022-07-15,"Rua Pedro Noldin","PRIMEIRO DE MAIO","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/1811/terreno-no-bairro-primeiro-de-maio-brusque-venda-RS380000","Dom_Geo_03",2,707297.29,6999001.14,"Baixo Potencial",0,1450.55,68.39,998.5,289.37,108.58,2106.33,420,904.76,380000,c(707297.288087646, 6999001.13658626),904.76
254,13677324,2022-07-13,"Cond. Reserva Club","AZAMBUJA","internet","Julio imoveis",NA,"Dom_Geo_03",3,706086,6997294.49,"Baixo Potencial",0,1286.1,1787.19,176.43,1,1647.51,894.63,491.83,914.95,450000,c(706086.001279415, 6997294.49075192),914.95
255,13723816,2022-07-21,"Rua São Leopoldo","SAO PEDRO","internet","William Imoveis","https://www.williamimoveis.com.br/detalhes_imovel/2793","Dom_Geo_01",2,705053.57,7002950.4,"Baixo Potencial",0,1356.94,1700.17,645.57,760.46,1047.97,731.32,655.32,915.58,6e+05,c(705053.565033589, 7002950.3980181),915.58
257,13697817,2022-07-15,"Lot. Porto Rico","SAO PEDRO","internet","Zucco","https://www.imobiliariazucco.com.br/imovel/terreno-de-638-m-sao-pedro-brusque-a-venda-por-590000/TE0230-ZUCC?from=sale","Dom_Geo_01",2,706065.39,7002973.31,"Baixo Potencial",0,1745.26,781.62,364.61,1,103.46,1012.38,638,924.76,590000,c(706065.393080592, 7002973.30921095),924.76
258,13697412,2022-07-14,"Cond. Reserva Club","AZAMBUJA","internet","Amo imoveis",NA,"Dom_Geo_03",3,705932.63,6997446.84,"Baixo Potencial",0,1288.95,1808.24,178.01,1,1465.61,728.34,403,942.93,380000,c(705932.625229782, 6997446.83520058),942.93
259,13724488,2022-07-22,"Cond. Xavier Imhof","SAO PEDRO","internet","Jose Luis Ambrosi","https://www.joseluisambrosi.com.br/detalhes_imovel/1832/amplo-terreno-com-linda-vista-para-a-cidade-sao-pedro-brusque-condominio-horizontal-joao-xavier","Dom_Geo_01",2,706129.44,7002829.47,"Baixo Potencial",0,1879.99,649.72,306.8,58.88,1,1092.39,480,958.33,460000,c(706129.440513472, 7002829.46727689),958.33
260,13710571,2022-07-18,"Lot. Independencia","SAO JOAO","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/4886/terreno-no-bairro--brusque-venda-RS250000","Dom_Geo_03",0,701437.7,6992705.46,"Baixo Potencial",0,1135.47,6214.54,2608.04,338.51,1,259.85,260,961.54,250000,c(701437.696816564, 6992705.45724978),961.54
263,13677317,2022-07-13,"Rua Ivandro Bruns","NOVA BRASILIA","internet","Julio imoveis",NA,"Dom_Geo_02",2,708368.66,7002028.31,"Baixo Potencial",0,1400.16,39.84,645.71,525.47,816.45,890.05,531.17,997.8,530000,c(708368.655176437, 7002028.31476473),997.8
264,13697602,2022-07-14,"Rua Nilo Bianchini","CENTRO I","internet","Moresco","https://imobiliariamoresco.com.br/imovel/3826/terreno-a-venda-centro--brusque-sc","Dom_Geo_02",2,706058.27,7001572.54,"Alto Potencial",1,2789.22,685.63,166.9,80.21,299.42,1,450,1000,450000,c(706058.269765149, 7001572.54467514),1000
265,13697413,2022-07-14,"Cond. Reserva Club","AZAMBUJA","internet","Amo imoveis",NA,"Dom_Geo_03",3,705843.33,6997457.59,"Baixo Potencial",0,1290.38,1874.53,226.86,1,1441.68,638.56,450,1000,450000,c(705843.331718915, 6997457.5866608),1000
266,13730998,2022-07-25,"Rua Vicente Schaeffer","CENTRO I","internet","M7","http://www.imoveisdebrusque.com.br/imovel/74049/terreno-bairro-centro/","Dom_Geo_02",2,707151.64,7001193.23,"Alto Potencial",1,2325.55,254.86,144.14,792.56,1076.59,730.9,160,1000,160000,c(707151.644884094, 7001193.23101724),1000
267,13700381,2022-07-18,"Cond. El Shaday","DOM JOAQUIM","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/5061/terreno-no-bairro-dom-joaquim-brusque-venda-RS600000","Dom_Geo_03",0,702470.46,6995252.22,"Baixo Potencial",0,1455.63,5225.5,729.81,1,1155.54,800.7,595,1008.4,6e+05,c(702470.463150458, 6995252.22229953),1008.4
268,13697828,2022-07-15,"Cond. Reserva Club","AZAMBUJA","internet","Zucco","https://www.imobiliariazucco.com.br/imovel/terreno-a-venda-412-m-por-420000-azambuja-brusque-sc/TE0248-ZUCC?from=sale","Dom_Geo_03",3,706038.67,6997279.66,"Baixo Potencial",0,1285.77,1832.11,219.3,1,1650.69,874.39,412,1019.42,420000,c(706038.6724686, 6997279.66204876),1019.42
269,13697806,2022-07-15,"Rua Ci 001","CENTRO I","internet","Moresco","https://imobiliariamoresco.com.br/imovel/1560/terreno-a-venda-centro--brusque-sc","Dom_Geo_02",2,705911.79,7000870.89,"Alto Potencial",1,2783.31,590.18,81.59,256.37,924.25,653.39,818.8,1038.1,850000,c(705911.792382233, 7000870.89405176),1038.1
270,13724478,2022-07-22,"Rua Academica Razao e Virtude","SANTA TEREZINHA","internet","Jose Luis Ambrosi","https://www.joseluisambrosi.com.br/detalhes_imovel/2376/lindo-terreno-de-esquina-em-localizacao-privilegiada--santa-terezinha-brusque-o-local-ideal-para","Dom_Geo_02",1,709670.76,7004422.17,"Alto Potencial",1,1266.74,547.21,106.82,1,69.81,1057.25,380,1039.47,395000,c(709670.762998708, 7004422.17451422),1039.47
272,13723814,2022-07-21,"Rua Porto Rico","SAO PEDRO","internet","William Imoveis","https://www.williamimoveis.com.br/detalhes_imovel/5233","Dom_Geo_01",2,706028.8,7002905.31,"Baixo Potencial",0,1797.78,774.79,398.29,1,76.17,1033.38,500,1060,530000,c(706028.795956009, 7002905.31230638),1060
273,13710573,2022-07-18,"Rua Porto Rico","SAO PEDRO","internet","GOLDINVEST","https://www.goldinvestimoveis.com.br/detalhes_imovel/5040/terreno-no-bairro-sao-pedro-brusque-venda-RS530000","Dom_Geo_01",2,706059.83,7002864.13,"Baixo Potencial",0,1833.46,727.4,370.04,1,39.12,1084.59,500,1060,530000,c(706059.829718129, 7002864.12899798),1060
274,13731848,2022-07-25,"Rua Rosa Grotti Kormann","CENTRO II","internet","HAGA","https://hagaimoveis.com.br/imovel/terreno-a-venda-em-brusque-sc/445","Dom_Geo_02",2,708413.57,7001825.84,"Alto Potencial",1,1424.14,139.99,747.63,450.4,1023.1,929,448.05,1115.95,5e+05,c(708413.566639494, 7001825.83780433),1115.95
276,13723831,2022-07-21,"Rua Elpidio da rocha","AGUAS CLARAS","internet","William Imoveis","https://www.williamimoveis.com.br/detalhes_imovel/3881","Dom_Geo_03",3,708162.72,6995014.75,"Baixo Potencial",0,1272.86,14.8,896.74,439.27,117.25,178.89,548,1122.26,615000,c(708162.723035132, 6995014.75260107),1122.26
277,13724528,2022-07-22,"Rua Francisco Sassi","JARDIM MALUCHE","internet","Jose Luis Ambrosi","https://www.joseluisambrosi.com.br/detalhes_imovel/864/amplo-terreno-no-bairro-maluche---aceita-50-do-valor-em-permuta--jardim-maluche-brusque-amplo","Dom_Geo_02",2,704662.06,6999989.4,"Baixo Potencial",0,2098.66,1953.4,509.27,1,927.95,1802.02,534,1179.78,630000,c(704662.060470384, 6999989.39504021),1179.78
278,13731840,2022-07-25,"Rua Jorge Lacerda","JARDIM MALUCHE","internet","CNZ","https://www.cnzimoveis.com.br/imovel/157171/brusque-terreno-jardim-maluche--amplo--plano--lindo","Dom_Geo_02",2,705422.93,7000173.19,"Baixo Potencial",0,2387.31,1178.06,249.38,1,1018.14,1345.59,650.15,1199.72,780000,c(705422.927108364, 7000173.18945868),1199.72
279,13724520,2022-07-22,"Rua Augusto Klapoth","AGUAS CLARAS","internet","Jose Luis Ambrosi","https://www.joseluisambrosi.com.br/detalhes_imovel/2199/terreno-em-otima-localizacao-para-residencial-e-comercial-Aguas-claras-brusque-lindo-terreno-com","Dom_Geo_03",3,708154.89,6994969.87,"Baixo Potencial",0,1271.34,22.57,941.04,468.62,121.61,207.67,565,1219.47,689000,c(708154.889085574, 6994969.86838694),1219.47
280,13697381,2022-07-14,"Rua Primo Diegoli","SOUZA CRUZ","internet","Amo imoveis",NA,"Dom_Geo_03",2,705162.23,6998935.01,"Baixo Potencial",0,1660.19,1814.98,437.54,56.1,1,1085.39,450,1222.22,550000,c(705162.226756916, 6998935.0108197),1222.22
281,13723810,2002-07-20,"Rua Ordem e Progresso","SANTA TEREZINHA","internet","William Imoveis","https://www.williamimoveis.com.br/detalhes_imovel/4768","Dom_Geo_02",1,709659.2,7004455.03,"Alto Potencial",1,1264.84,571.41,93.11,1,42.23,1049,333.41,1229.72,410000,c(709659.198613215, 7004455.03385767),1229.72
282,13731778,2022-07-25,"Rua Walfredo Maffezzolli","CENTRO I","internet","Teresinho Baron","https://www.teresinhabaron.com.br/venda/1491/Terreno-Centro","Dom_Geo_02",2,706482.32,7001767.3,"Alto Potencial",1,2659.01,283.24,251.87,38.73,469.58,383.48,585,1282.05,750000,c(706482.31541887, 7001767.30004619),1282.05
284,13735338,2022-07-26,"Rua Maximiliano Furbringer","JARDIM MALUCHE","internet","LB","http://www.lbimoveis.com/site/detalhes_imovel/1219/terreno-maluche-jardim-maluche-brusque-lindo-terreno-pronto-pra-construir-com-agua-luz-cercado","Dom_Geo_02",2,704736.43,6999179.06,"Baixo Potencial",0,1777.93,2099.59,29.82,38.75,340.7,1331.77,831.25,1443.61,1200000,c(704736.434401263, 6999179.06234345),1443.61
287,13692800,2022-07-14,"Rua Gustavo Halfpap","CENTRO II","internet","Amo imoveis",NA,"Dom_Geo_02",2,707244.83,7000268.19,"Alto Potencial",1,1927.72,359.59,563.03,330.15,169.61,1606.5,450,1648.89,742000,c(707244.832622204, 7000268.18652516),1648.89
288,13735258,2022-07-26,"Rua Vitorio Demarche","SANTA RITA","internet","CNZ","https://www.cnzimoveis.com.br/imovel/155813/brusque-terreno-72660m%C2%B2--santa-rita","Dom_Geo_02",2,707890.68,7002553.92,"Alto Potencial",1,1458.61,610.53,45.9,361.52,472.45,653.97,726.6,1651.53,1200000,c(707890.682535345, 7002553.91724307),1651.53
289,13697597,2022-07-14,"Rua julio reinoldo","JARDIM MALUCHE","internet","Moresco","https://imobiliariamoresco.com.br/imovel/3825/terreno-a-venda-jardim-maluche--brusque-sc","Dom_Geo_02",2,704989.88,7000240.31,"Baixo Potencial",0,2301.81,1564.81,543.83,1,1084.62,1419.76,900,1666.67,1500000,c(704989.884058332, 7000240.31365311),1666.67
292,13724479,2022-07-22,"Rua Olibio Barbi","SANTA RITA","internet","Jose Luis Ambrosi","https://www.joseluisambrosi.com.br/detalhes_imovel/2695/terreno-plano-loteamento-no-bairro-santa-rita--santa-rita-brusque-excelente-terreno-no-loteamento","Dom_Geo_02",2,708328.42,7002941.11,"Alto Potencial",1,1265.91,401.35,87.35,207.13,1,1105.48,285,1859.65,530000,c(708328.423342434, 7002941.1120268),1859.65
