id,ct_bciinsc,inscricao,potencial_construtivo,renda,dist_via_principal,dist_via_secundaria,dist_polo_padrao,dist_polo_valoriz,dist_polo_desvaloriz,area,predicao
10220011,01.15.011.3549,1150113549,0,2015.06,198.97,317.44,441.1,441.38,1585.34,400,867.91
10220012,01.15.008.0481,1150080481,1,2040.33,136.49,284.28,434.38,496.07,1563.23,400,1387.13
10220013,01.15.008.0492,1150080492,1,2048.76,130.58,273.07,439.51,520.2,1554.93,400,1382.73
10220014,01.15.008.0542,1150080542,1,2053.96,136.31,253.19,452.42,511.3,1532.81,400,1379.89
10220015,01.15.011.0487,1150110487,1,1910.42,366.79,515.42,230.07,141.68,1681.95,400,1418.47
10220016,01.15.011.3579,1150113579,0,2019.63,223.91,320.57,447.6,422.01,1578.76,400,867.06
10220017,01.15.011.3564,1150113564,0,2019.63,211.84,318.66,451.54,431.72,1582.12,400,867.3
10220018,01.15.011.3600,1150113600,0,2023.91,237.08,323.38,442.72,408.68,1574.59,400,866.78
10220019,01.15.011.0588,1150110588,1,1857.4,412.91,541.05,140.21,119.64,1767.57,400,1416.53
10220020,01.15.011.0542,1150110542,1,1886.11,424.2,531.08,181.9,134.29,1737.95,400,1414.48
10220021,01.15.011.3710,1150113710,1,1928.53,330.82,429.12,230.46,206.19,1653.16,400,1456.06
10220022,01.15.011.3520,1150113520,0,1988.8,183.93,316.94,394.28,423.71,1592.66,400,848.55
10220163,01.15.005.0159,1150050159,1,2445.5,11.08,23.88,437.39,893.46,1091.93,400,1837.61
10220023,01.15.011.3534,1150113534,0,2001.92,186.81,316.96,408.12,413.56,1589.04,400,851.15
10220024,01.19.015.0061,1190150061,1,2021.27,123.7,299.92,405.29,525.81,1586.71,400,1389.84
10220025,01.19.015.0053,1190150053,1,2035.0,130.43,299.11,410.87,520.5,1584.83,400,1386.49
10220026,01.15.008.0469,1150080469,1,2026.73,142.76,295.78,422.12,505.15,1577.29,400,1378.06
10220027,01.15.011.3519,1150113519,0,2010.18,173.04,316.94,419.03,467.85,1593.53,400,870.34
10220028,01.19.003.0141,1190030141,0,2051.53,80.96,260.02,427.05,566.49,1549.68,400,905.54
10220029,01.19.015.0156,1190150156,1,2048.76,116.51,265.08,423.63,536.74,1552.18,400,1388.2
10220030,01.19.003.0130,1190030130,0,2065.58,80.96,250.27,441.71,565.26,1539.85,400,936.08
10220031,01.19.003.0109,1190030109,0,2079.63,82.49,237.82,460.94,564.53,1526.48,400,928.62
10220032,01.19.003.0099,1190030099,0,2093.69,84.6,216.09,468.59,564.36,1503.66,400,923.51
10220033,01.19.003.0816,1190030816,0,2135.82,44.11,144.54,512.9,566.55,1433.19,400,966.93
10220034,01.19.003.0751,1190030751,0,2139.61,39.56,143.6,497.49,602.03,1432.73,400,974.09
10220035,01.15.008.0530,1150080530,1,2062.53,120.47,253.74,447.9,528.13,1536.26,400,1384.07
10220036,01.19.003.0118,1190030118,0,2079.63,81.87,242.04,452.14,564.86,1531.52,400,927.91
10220037,01.19.015.0113,1190150113,1,2029.39,105.59,294.26,401.43,537.07,1583.31,400,1393.63
10220038,01.19.003.0531,1190030531,0,2068.01,45.57,263.68,416.09,601.32,1553.95,400,934.8
10220039,01.19.003.0162,1190030162,0,2051.53,71.61,273.87,407.46,564.81,1563.25,400,897.9
10220040,01.19.003.0601,1190030601,0,2082.32,6.85,223.79,405.5,583.98,1512.93,400,950.09
10220041,01.19.003.0523,1190030523,0,2059.78,68.12,268.59,418.79,580.74,1558.25,400,929.75
10220042,01.19.003.0548,1190030548,0,2082.32,39.37,240.5,424.41,590.44,1529.97,400,941.69
10220043,01.19.015.0153,1190150153,1,2043.27,105.59,264.35,414.8,543.33,1551.85,400,1397.1
10220044,01.19.015.0032,1190150032,1,2035.0,121.34,290.46,416.4,530.08,1576.45,400,1378.56
10220045,01.19.003.0524,1190030524,0,2059.78,60.54,258.02,425.07,585.01,1547.66,400,937.15
10220046,01.19.003.0388,1190030388,0,2017.39,46.8,319.05,356.28,583.46,1609.83,400,900.33
10220047,01.19.003.0207,1190030207,0,2023.52,87.93,294.08,374.95,554.34,1583.72,400,899.14
10220048,01.19.003.0514,1190030514,0,2047.39,6.36,259.73,375.96,606.17,1551.1,400,931.0
10220049,01.19.003.0389,1190030389,0,2025.22,27.57,308.05,364.95,607.42,1599.8,400,914.54
10220050,01.19.003.0408,1190030408,0,2033.03,6.21,302.1,369.25,624.04,1594.71,400,929.16
10220051,01.19.003.0387,1190030387,0,2025.22,40.51,303.84,370.22,593.51,1594.72,400,914.52
10220052,01.19.003.0515,1190030515,0,2045.62,44.16,279.48,386.06,563.43,1569.51,400,909.36
10220054,01.19.015.0099,1190150099,1,2021.27,107.58,306.64,389.68,530.87,1594.24,400,1400.2
10220055,01.19.001.0196,1190010196,1,2221.72,10.48,32.71,419.15,688.55,1326.7,400,1904.04
10220056,01.19.001.0875,1190010875,1,2268.99,99.41,18.18,417.08,791.31,1313.86,400,1911.08
10220057,01.19.001.0896,1190010896,1,2283.91,81.43,6.08,434.25,777.47,1300.18,400,1925.54
10220058,01.19.001.0860,1190010860,1,2277.63,116.91,6.79,402.17,805.68,1304.49,400,1951.47
10220059,01.19.001.0137,1190010137,1,2218.82,6.38,47.0,485.79,684.45,1336.86,400,1762.19
10220060,01.19.001.0226,1190010226,1,2247.43,95.65,32.57,382.67,773.74,1329.97,400,1927.6
10220061,01.19.001.0910,1190010910,1,2275.08,63.73,6.08,452.12,752.62,1299.2,400,1925.53
10220062,01.19.003.0745,1190030745,0,2148.45,3.98,143.26,486.01,629.71,1432.73,400,986.43
10220063,01.19.001.0935,1190010935,1,2266.14,39.69,6.12,470.87,734.57,1297.42,400,1913.48
10220064,01.19.002.5045,1190025045,0,2146.81,8.56,149.03,340.21,688.21,1440.96,400,958.71
10220065,01.15.008.1193,1150081193,1,2162.48,6.26,10.43,442.95,402.72,1296.99,400,1890.31
10220066,01.19.003.0668,1190030668,0,2119.57,6.33,180.07,434.84,620.04,1470.95,400,951.89
10220067,01.19.003.0632,1190030632,0,2110.98,6.24,192.75,424.61,565.09,1471.68,400,947.81
10220068,01.19.001.0258,1190010258,1,2186.45,79.75,106.13,367.37,759.55,1405.2,400,1557.0
10220069,01.19.003.0681,1190030681,0,2142.69,5.45,165.71,460.23,630.37,1457.06,400,952.56
10220070,01.19.001.0225,1190010225,1,2200.31,56.56,79.14,391.75,736.39,1375.6,400,1619.08
10220071,01.19.001.0685,1190010685,1,2217.01,113.02,71.88,369.93,792.75,1373.79,400,1641.81
10220072,01.19.003.0693,1190030693,0,2148.45,4.31,152.97,473.09,624.66,1443.93,400,954.37
10220073,01.19.002.0136,1190020136,0,2094.52,63.4,223.85,294.43,717.1,1526.42,400,929.96
10220074,01.19.002.0152,1190020152,0,2048.61,6.82,275.98,347.4,659.81,1572.67,400,926.95
10220075,01.19.002.0133,1190020133,0,2078.95,7.92,226.32,317.39,674.02,1526.4,400,952.75
10220076,01.19.002.0132,1190020132,0,2077.87,7.92,237.47,357.45,668.4,1533.76,400,953.73
10220077,01.19.002.0092,1190020092,0,2108.73,7.92,201.02,353.64,676.13,1498.34,400,949.97
10220078,01.19.003.0617,1190030617,0,2096.65,6.24,205.6,414.79,564.38,1486.35,400,946.79
10220079,01.19.002.0142,1190020142,0,2063.23,7.77,260.06,367.14,664.23,1555.37,400,959.01
10220131,01.19.014.2739,1190142739,0,1880.1,5.86,459.23,172.96,587.05,1786.72,400,830.55
10220080,01.19.002.0062,1190020062,0,2131.78,8.24,174.84,338.87,683.87,1470.87,400,953.18
10220081,01.19.002.0093,1190020093,0,2109.61,70.36,198.7,321.63,733.86,1500.77,400,928.56
10220082,01.15.011.0690,1150110690,1,1846.12,309.5,512.95,120.23,135.56,1773.69,400,1382.57
10220083,01.19.014.3017,1190143017,0,1951.68,136.12,395.54,300.02,478.26,1683.49,400,865.31
10220084,01.19.014.3410,1190143410,0,1987.96,74.79,335.32,320.75,518.39,1625.18,400,882.13
10220085,01.15.011.3504,1150113504,0,1978.26,92.79,317.4,322.24,410.79,1597.1,400,877.02
10220086,01.15.011.0609,1150110609,1,1850.14,324.69,501.12,119.37,110.51,1757.2,400,1397.26
10220087,01.15.011.1266,1150111266,1,1792.32,298.53,607.7,122.23,168.42,1878.24,400,1377.94
10220088,01.19.014.2952,1190142952,0,1920.4,40.26,432.45,226.26,568.32,1725.59,400,851.98
10220089,01.15.011.1103,1150111103,1,1801.26,267.54,554.22,40.0,68.72,1826.69,400,1378.4
10220090,01.19.014.2965,1190142965,0,1927.04,51.27,427.98,232.51,554.37,1720.05,400,893.28
10220091,01.19.014.2978,1190142978,0,1933.5,66.76,423.72,243.98,542.06,1714.92,400,889.63
10220092,01.19.014.2991,1190142991,0,1933.5,81.56,417.0,254.0,524.48,1707.29,400,890.23
10220093,01.15.011.0887,1150110887,1,1837.34,293.06,538.22,167.08,194.11,1806.83,400,1411.25
10220094,01.19.014.3293,1190143293,0,1954.27,50.72,403.67,265.13,537.43,1696.32,400,891.35
10220095,01.19.014.3004,1190143004,0,1932.55,101.39,404.71,268.92,492.19,1693.8,400,876.65
10220096,01.19.014.2641,1190142641,0,1829.76,3.53,484.95,80.91,400.01,1837.59,400,821.03
10220097,01.15.011.1315,1150111315,1,1725.89,195.27,698.75,103.21,198.1,1981.15,400,1349.58
10220098,01.19.014.2654,1190142654,0,1835.84,4.3,480.68,93.4,406.8,1825.56,400,820.56
10220099,01.19.014.2666,1190142666,0,1848.32,4.51,476.86,105.86,412.31,1813.87,400,823.95
10220100,01.15.011.1294,1150111294,1,1740.7,189.02,651.68,91.16,181.71,1937.23,400,1356.89
10220101,01.19.014.2679,1190142679,0,1847.65,4.71,472.86,117.83,559.7,1837.93,400,820.86
10220102,01.19.014.2696,1190142696,0,1847.65,4.93,468.42,131.4,572.28,1825.96,400,823.02
10220103,01.15.011.1265,1150111265,1,1776.93,189.02,580.3,86.7,168.32,1857.76,400,1360.28
10220104,01.15.011.3710,1150113710,0,1919.45,152.46,328.05,196.99,311.91,1556.8,400,769.06
10220105,01.19.014.2858,1190142858,0,1941.03,6.62,398.42,250.44,586.27,1693.98,400,918.6
10220132,01.19.002.0203,1190020203,0,2012.46,5.83,318.64,259.88,650.76,1624.07,400,928.75
10220106,01.19.014.3377,1190143377,0,1960.6,29.08,355.99,281.5,504.25,1646.66,400,909.57
10220107,01.19.003.0332,1190030332,0,1976.1,5.86,374.67,293.15,612.86,1670.24,400,916.03
10220108,01.19.003.0346,1190030346,0,1968.82,5.86,364.17,296.16,600.32,1659.5,400,915.16
10220109,01.19.003.0377,1190030377,0,2004.45,5.47,334.62,334.1,618.55,1629.34,400,914.22
10220110,01.19.003.0384,1190030384,0,2018.72,5.47,324.78,347.37,609.39,1619.25,400,928.02
10220111,01.19.003.0395,1190030395,0,2018.72,6.13,314.0,357.33,616.02,1607.39,400,929.05
10220112,01.19.003.0386,1190030386,0,2011.03,33.92,322.66,350.87,597.91,1614.26,400,917.94
10220172,01.15.005.0279,1150050279,1,2458.18,82.04,10.41,377.87,929.95,1097.35,400,1879.34
10220113,01.19.003.0376,1190030376,0,2003.34,5.64,294.08,306.16,569.97,1583.72,400,910.94
10220114,01.19.014.2740,1190142740,0,1893.43,21.13,462.59,176.29,573.43,1756.08,400,825.68
10220115,01.19.014.2748,1190142748,0,1900.02,5.8,459.11,190.56,601.78,1780.75,400,836.51
10220116,01.19.002.0331,1190020331,0,1906.63,3.9,428.33,208.2,631.45,1762.71,400,844.72
10220117,01.19.014.2755,1190142755,0,1900.02,6.73,459.46,197.42,601.95,1772.88,400,832.92
10220118,01.19.014.2769,1190142769,0,1900.02,8.3,460.98,203.27,602.69,1758.38,400,833.57
10220119,01.19.014.2939,1190142939,0,1906.86,25.77,449.86,211.84,589.46,1744.86,400,830.3
10220120,01.19.014.2792,1190142792,0,1913.59,8.67,440.16,216.52,599.28,1737.01,400,849.6
10220121,01.19.014.2818,1190142818,0,1927.26,7.66,415.58,238.23,601.71,1711.95,400,917.3
10220122,01.19.014.2926,1190142926,0,1920.4,28.59,436.1,217.21,576.48,1730.13,400,852.3
10220123,01.19.002.0414,1190020414,0,1866.17,19.36,407.43,149.1,630.83,1792.9,400,827.88
10220124,01.19.002.0434,1190020434,0,1859.03,33.35,392.09,148.19,637.9,1807.71,400,817.58
10220125,01.19.002.0404,1190020404,0,1859.97,6.8,427.75,151.05,617.02,1812.21,400,831.12
10220126,01.19.002.0447,1190020447,0,1859.03,52.72,380.75,148.2,654.36,1819.35,400,796.31
10220127,01.19.014.2720,1190142720,0,1893.16,6.09,419.5,129.87,417.94,1707.05,400,827.78
10220128,01.19.014.2716,1190142716,0,1866.89,5.21,464.09,148.13,577.5,1809.1,400,825.81
10220129,01.19.002.0369,1190020369,0,1879.54,7.05,431.35,170.4,622.09,1800.58,400,835.44
10220130,01.19.002.0357,1190020357,0,1893.03,6.93,433.28,182.63,626.26,1784.05,400,835.37
10220133,01.19.002.0137,1190020137,0,2042.01,51.38,293.26,262.23,696.88,1598.87,400,902.03
10220134,01.18.003.4768,1180034768,0,2071.95,111.41,252.04,260.75,761.45,1560.97,400,929.58
10220135,01.19.002.0138,1190020138,0,2027.04,33.15,290.86,297.06,679.5,1593.78,400,913.4
10220136,01.19.002.0135,1190020135,0,2042.01,78.91,288.39,279.01,727.6,1593.86,400,901.19
10220137,01.18.003.4770,1180034770,0,2064.25,123.14,260.99,241.22,770.48,1573.0,400,913.34
10220138,01.18.003.4786,1180034786,0,2049.46,99.4,286.08,258.82,743.69,1592.83,400,887.63
10220139,01.19.002.0134,1190020134,0,2056.88,59.87,269.4,281.93,710.37,1574.42,400,934.72
10220140,01.19.002.0183,1190020183,0,2034.04,5.83,296.18,325.26,653.46,1593.84,400,927.14
10220141,01.19.002.0253,1190020253,0,1969.12,6.68,361.41,212.94,642.16,1683.16,400,909.22
10220142,01.19.002.0243,1190020243,0,1983.49,6.6,365.84,220.37,643.76,1674.32,400,909.2
10220143,01.19.002.0233,1190020233,0,1983.49,6.6,354.13,227.56,645.27,1663.64,400,909.97
10220144,01.19.002.0221,1190020221,0,1997.77,87.03,337.95,229.42,724.1,1645.33,400,889.06
10220145,01.18.003.4789,1180034789,0,2026.88,103.8,302.06,225.63,743.13,1613.39,400,887.43
10220146,01.19.002.0223,1190020223,0,1990.66,6.7,342.87,287.25,647.12,1643.93,400,916.46
10220147,01.19.002.0220,1190020220,0,2005.2,53.09,339.42,254.28,691.48,1644.23,400,892.74
10220148,01.18.003.4787,1180034787,0,2034.54,96.92,294.3,242.56,736.59,1603.43,400,888.38
10220149,01.19.002.0204,1190020204,0,2012.45,90.58,317.88,253.81,730.56,1624.58,400,905.33
10220150,01.19.002.0321,1190020321,0,1926.56,3.38,355.58,215.91,632.13,1746.62,400,920.08
10220151,01.19.002.0485,1190020485,0,1851.79,65.67,365.48,148.59,665.29,1819.72,400,800.36
10220152,01.19.002.0313,1190020313,0,1926.56,3.4,362.85,221.3,632.86,1731.03,400,919.81
10220153,01.19.002.0283,1190020283,0,1961.75,5.03,330.54,183.88,637.1,1711.65,400,908.78
10220154,01.19.002.0341,1190020341,0,1906.05,4.58,355.8,198.9,630.93,1773.47,400,839.58
10220155,01.19.002.0332,1190020332,0,1912.58,23.57,352.36,213.82,650.76,1757.5,400,832.16
10220156,01.19.002.0302,1190020302,0,1933.87,3.86,361.38,217.13,634.16,1721.1,400,919.2
10220157,01.19.002.0273,1190020273,0,1961.75,5.58,334.05,186.6,638.67,1703.02,400,911.42
10220158,01.19.002.0263,1190020263,0,1961.75,6.5,335.49,187.15,640.77,1692.88,400,911.46
10220159,01.15.005.0223,1150050223,1,2454.55,45.01,10.27,406.72,904.28,1063.78,400,1784.1
10220160,01.15.005.0208,1150050208,1,2468.16,33.06,10.27,420.11,896.83,1061.92,400,1772.13
10220161,01.15.005.0197,1150050197,1,2436.29,11.06,10.37,438.96,883.46,1102.76,400,1881.77
10220164,01.15.004.0187,1150040187,1,2406.98,93.7,3.43,372.98,870.21,1135.7,400,1973.03
10220165,01.15.004.0211,1150040211,1,2389.47,68.59,3.38,405.46,846.19,1133.58,400,1954.55
10220166,01.15.004.0198,1150040198,1,2398.31,81.59,3.41,385.61,861.59,1134.62,400,1959.24
10220167,01.15.004.0176,1150040176,1,2400.94,118.69,29.83,357.99,906.69,1164.27,400,1947.73
10220168,01.15.004.0223,1150040223,1,2403.72,56.73,3.38,410.23,856.79,1132.89,400,1960.84
10220169,01.15.004.0208,1150040208,1,2412.61,71.08,3.39,397.3,892.51,1133.77,400,1964.74
10220170,01.15.004.0235,1150040235,1,2403.72,45.55,3.46,421.63,865.81,1132.76,400,1948.82
10220171,01.15.004.0234,1150040234,1,2417.82,45.67,3.48,424.08,878.76,1132.34,400,1951.79
10220173,01.15.004.0730,1150040730,1,2318.04,166.75,9.71,351.92,872.54,1267.21,400,1970.05
10220174,01.15.004.0705,1150040705,1,2333.15,144.22,9.75,376.16,854.42,1249.96,400,1980.83
10220175,01.15.004.0617,1150040617,1,2339.69,106.05,9.72,372.48,824.41,1212.67,400,1966.18
10220176,01.15.004.0621,1150040621,1,2363.05,131.08,9.75,356.72,852.15,1192.7,400,1945.75
10220177,01.15.004.0509,1150040509,1,2337.06,81.62,9.91,403.42,805.65,1208.73,400,1957.88
10220178,01.15.004.0585,1150040585,1,2324.74,128.26,9.72,389.32,842.6,1249.92,400,1978.1
10220179,01.15.004.0595,1150040595,1,2348.16,128.62,48.98,384.96,869.98,1238.29,400,1793.41
10220180,01.15.004.0177,1150040177,1,2377.83,118.46,55.2,369.11,887.36,1189.18,400,1687.18
10220181,01.15.004.0170,1150040170,1,2392.48,106.3,39.96,374.39,879.0,1172.93,400,1896.39
10220182,01.15.001.0199,1150010199,1,2488.79,109.48,6.2,328.17,949.79,994.36,400,1762.71
10220183,01.15.001.0175,1150010175,1,2466.62,96.68,10.83,358.26,940.62,1081.42,400,1870.29
10220184,01.15.001.0120,1150010120,1,2480.53,98.97,50.54,355.5,974.1,1065.89,400,1588.88
10220185,01.15.005.0301,1150050301,1,2472.06,83.7,43.49,373.51,957.74,1076.17,400,1731.83
10220186,01.15.001.0104,1150010104,1,2502.52,99.56,66.54,353.49,986.91,1050.61,400,1403.42
10220187,01.15.005.0420,1150050420,1,2499.23,59.56,48.01,377.54,956.73,1019.7,400,1614.26
10220188,01.15.005.0289,1150050289,1,2472.06,83.19,33.57,375.69,949.39,1087.3,400,1826.05
10220189,01.15.005.0247,1150050247,1,2463.4,58.24,10.36,382.17,913.39,1066.33,400,1789.95
10220190,01.15.005.0314,1150050314,1,2494.24,84.25,54.76,371.33,967.02,1062.62,400,1509.98
10220191,01.15.004.0073,1150040073,1,2418.23,206.16,3.71,253.49,975.21,1151.21,400,1942.68
10220192,01.15.004.0111,1150040111,1,2402.59,168.11,36.09,313.79,936.77,1176.99,400,1892.69
10220193,01.15.004.0123,1150040123,1,2417.36,155.38,3.08,311.73,922.86,1142.99,400,1952.9
10220194,01.15.004.0141,1150040141,1,2409.23,137.67,3.08,323.68,919.42,1140.62,400,1955.7
10220195,01.15.004.0148,1150040148,1,2400.94,131.44,3.28,341.49,914.76,1139.89,400,1945.6
10220196,01.15.004.0110,1150040110,1,2425.3,168.92,3.09,298.95,959.03,1144.88,400,1943.33
10220197,01.15.004.0175,1150040175,1,2415.49,106.24,3.41,362.23,908.95,1137.0,400,1968.59
10220198,01.15.004.0162,1150040162,1,2415.49,117.57,3.34,347.51,925.8,1138.14,400,1973.37
10220199,01.15.001.0223,1150010223,1,2496.84,133.07,6.48,302.0,967.08,1004.48,400,1766.35
10220200,01.15.004.0783,1150040783,1,2326.91,216.64,9.52,299.18,913.48,1253.38,400,1955.95
10220201,01.15.004.0767,1150040767,1,2334.33,203.67,9.43,313.87,902.41,1249.34,400,1956.95
10220202,01.15.004.0754,1150040754,1,2334.33,190.89,9.5,326.93,892.01,1250.34,400,1966.96
10220203,01.15.004.0744,1150040744,1,2349.54,178.14,9.6,307.93,881.7,1209.42,400,1951.27
10220204,01.15.004.0653,1150040653,1,2371.42,144.63,51.11,351.7,883.91,1202.21,400,1678.37
10220205,01.15.004.0731,1150040731,1,2341.42,167.24,36.94,351.79,891.86,1244.76,400,1904.78
10220206,01.15.004.0718,1150040718,1,2341.42,154.35,9.78,343.45,862.54,1209.52,400,1951.1
10220207,01.15.004.0733,1150040733,1,2364.64,167.49,60.03,328.96,907.97,1205.92,400,1647.28
10220208,01.15.004.0742,1150040742,1,2410.5,180.68,2.9,274.5,945.47,1147.06,400,1950.74
10220209,01.15.001.0289,1150010289,1,2498.72,209.64,10.69,236.33,1032.48,1056.5,400,1760.29
10220210,01.15.001.0287,1150010287,1,2477.2,208.15,10.68,244.95,1022.48,1094.57,400,1845.23
10220211,01.15.001.0262,1150010262,1,2498.33,182.58,6.03,263.82,1003.02,1026.1,400,1758.76
10220212,01.15.001.0360,1150010360,1,2504.57,274.78,6.04,178.08,1104.72,1059.69,400,1825.79
10220213,01.15.001.0248,1150010248,1,2498.33,170.45,6.06,277.56,993.87,1021.61,400,1757.0
10220214,01.14.039.1676,1140391676,1,2612.07,249.0,6.41,168.45,1156.29,814.98,400,1827.67
10220215,01.15.001.0274,1150010274,1,2469.82,196.28,10.62,254.84,1013.43,1075.11,400,1787.38
10220216,01.15.001.0235,1150010235,1,2490.72,158.18,6.33,289.43,984.75,1016.62,400,1763.13
10220217,01.15.001.0288,1150010288,1,2526.84,197.89,5.97,235.75,1059.67,1031.69,400,1769.3
10220218,01.15.004.0043,1150040043,1,2433.14,235.5,2.98,228.31,1009.78,1154.02,400,1928.89
10220219,01.15.001.0362,1150010362,1,2490.08,284.15,5.93,165.54,1080.61,1062.11,400,1815.08
10220220,01.15.001.0375,1150010375,1,2490.08,296.28,6.16,151.84,1089.28,1064.5,400,1848.45
10220221,01.15.001.0380,1150010380,1,2496.37,309.18,6.21,136.64,1098.19,1067.0,400,1856.01
10220222,01.15.001.0350,1150010350,1,2468.88,273.57,10.2,182.14,1072.93,1102.09,400,1908.33
10220223,01.15.001.0329,1150010329,1,2491.33,250.96,5.52,199.25,1055.85,1053.13,400,1769.26
10220224,01.15.001.0339,1150010339,1,2498.06,263.27,5.49,188.39,1065.59,1056.66,400,1775.95
10220258,01.19.002.4917,1190024917,0,2140.5,110.41,161.5,299.68,773.42,1469.57,400,922.1
10220225,01.15.001.0317,1150010317,1,2491.33,238.2,5.53,210.61,1045.76,1048.96,400,1765.37
10220226,01.15.001.0304,1150010304,1,2498.72,223.99,5.78,222.67,1034.64,1043.49,400,1757.98
10220227,01.15.004.0051,1150040051,1,2388.19,204.11,3.49,245.77,938.24,1153.31,400,1932.33
10220228,01.15.003.0082,1150030082,1,2399.84,343.32,30.63,153.03,1085.9,1209.17,400,2031.83
10220229,01.15.003.0447,1150030447,1,2436.85,343.14,5.58,143.28,1101.98,1180.97,400,2008.91
10220230,01.15.003.0096,1150030096,1,2406.23,355.92,31.91,150.42,1088.56,1215.71,400,2046.03
10220231,01.15.003.0433,1150030433,1,2421.6,356.75,6.0,128.12,1107.83,1185.69,400,1997.76
10220232,01.15.003.0408,1150030408,1,2412.43,380.24,6.07,115.27,1122.3,1194.11,400,2025.87
10220233,01.15.003.0495,1150030495,1,2423.91,296.36,3.9,153.02,1078.19,1165.16,400,2009.54
10220234,01.15.003.0446,1150030446,1,2415.22,330.78,23.33,161.24,1083.36,1197.23,400,1999.82
10220235,01.15.001.0412,1150010412,1,2451.96,338.31,8.96,128.67,1119.28,1140.36,400,2012.08
10220236,01.19.001.0731,1190010731,1,2248.73,145.23,57.79,350.29,823.86,1361.13,400,1696.65
10220237,01.19.001.0807,1190010807,1,2264.07,153.2,7.86,339.0,831.37,1312.49,400,1927.73
10220238,01.19.001.0830,1190010830,1,2271.01,137.58,7.13,363.77,815.84,1308.47,400,1949.48
10220239,01.19.001.0614,1190010614,1,2280.26,187.5,7.65,321.58,865.81,1317.11,400,1943.08
10220240,01.19.001.0845,1190010845,1,2286.15,131.17,7.13,386.64,816.97,1306.5,400,1953.92
10220241,01.19.001.0389,1190010389,1,2186.88,176.78,115.46,293.68,848.66,1430.84,400,1559.2
10220242,01.19.001.0331,1190010331,1,2210.34,148.59,79.86,302.83,827.15,1389.28,400,1609.31
10220243,01.19.001.0327,1190010327,1,2186.99,139.7,128.09,327.13,816.57,1436.06,400,1553.4
10220244,01.19.001.0417,1190010417,1,2210.12,191.39,84.96,273.82,869.48,1401.34,400,1592.35
10220245,01.19.001.0650,1190010650,1,2217.92,142.11,70.57,336.56,821.93,1378.13,400,1616.12
10220246,01.19.001.0292,1190010292,1,2194.5,124.83,110.51,351.51,802.51,1416.3,400,1562.96
10220247,01.19.001.0667,1190010667,1,2225.23,128.32,74.2,354.06,808.32,1378.47,400,1621.54
10220248,01.19.001.0566,1190010566,1,2264.8,174.59,7.65,289.73,854.53,1319.37,400,1925.59
10220249,01.19.001.0649,1190010649,1,2256.82,169.41,40.81,328.02,848.92,1349.01,400,1873.13
10220250,01.18.003.4752,1180034752,0,2070.72,188.97,250.43,193.75,833.9,1573.25,400,898.77
10220251,01.18.003.4772,1180034772,0,2056.37,137.68,269.29,221.57,782.51,1584.25,400,906.06
10220252,01.18.003.4650,1180034650,0,2100.43,203.23,216.9,181.23,855.16,1553.22,400,885.71
10220253,01.18.003.4750,1180034750,0,2086.12,176.13,242.63,210.99,823.36,1563.38,400,899.18
10220254,01.18.003.4748,1180034748,0,2078.88,163.29,234.36,228.29,812.82,1552.96,400,903.65
10220255,01.18.003.4746,1180034746,0,2086.86,140.09,228.89,245.63,793.86,1545.75,400,910.93
10220256,01.19.002.4850,1190024850,0,2109.91,100.65,212.85,276.58,752.73,1517.81,400,919.42
10220257,01.19.002.4873,1190024873,0,2140.54,143.07,163.19,270.58,802.49,1474.19,400,908.52
10220259,01.18.001.0098,1180010098,1,2209.24,236.22,97.83,224.17,912.63,1420.17,400,1555.34
10220260,01.18.001.0729,1180010729,1,2262.52,299.26,8.68,158.96,973.63,1344.25,400,1969.78
10220261,01.18.001.0750,1180010750,1,2255.42,279.96,8.54,178.97,955.92,1339.83,400,1960.86
10220262,01.18.001.0080,1180010080,1,2225.05,244.53,78.79,240.67,922.98,1401.58,400,1607.24
10220263,01.18.001.0088,1180010088,1,2225.05,240.3,88.61,218.48,918.12,1411.16,400,1593.74
10220264,01.18.001.0769,1180010769,1,2255.42,262.44,8.43,200.56,939.92,1336.47,400,1928.22
10220265,01.18.001.0789,1180010789,1,2264.0,249.27,8.43,218.19,928.29,1333.15,400,1926.01
10220266,01.19.001.0532,1190010532,1,2264.77,216.59,8.29,250.26,896.5,1325.41,400,1911.58
10220267,01.19.001.0444,1190010444,1,2241.46,193.93,56.59,263.3,873.83,1370.92,400,1690.6
10220268,01.18.003.4244,1180034244,0,2131.67,190.2,168.84,209.47,845.95,1489.17,400,898.33
10220269,01.18.001.0318,1180010318,1,2164.26,364.39,79.91,177.2,1016.83,1500.7,400,1648.34
10220270,01.18.003.4034,1180034034,0,2130.22,271.07,160.47,207.1,924.01,1506.63,400,901.42
10220271,01.18.001.0319,1180010319,1,2180.27,372.8,69.87,163.42,1028.48,1487.47,400,1659.13
10220272,01.18.001.0320,1180010320,1,2186.82,378.99,60.67,150.64,1037.09,1474.79,400,1700.56
10220273,01.18.001.0229,1180010229,1,2200.62,276.02,90.04,191.88,936.77,1420.78,400,1592.27
10220274,01.18.001.0209,1180010209,1,2177.6,264.05,124.8,228.68,926.0,1454.45,400,1561.99
10220301,01.18.001.0568,1180010568,1,2231.78,425.87,4.31,87.99,1089.6,1432.68,400,1961.61
10220275,01.18.001.0172,1180010172,1,2186.12,217.41,107.05,250.71,884.39,1429.19,400,1553.04
